date,open,high,low,close,volume
2016-01-01,1082.4,1090.25,1076.15,1088.75,798769
2016-01-04,1084.0,1084.0,1068.1,1070.5,1296884
2016-01-05,1070.2,1074.8,1061.35,1062.4,790218
2016-01-06,1056.65,1076.75,1056.65,1067.1,1041384
2016-01-07,1060.1,1064.9,1049.7,1056.2,1513857
2016-01-08,1061.95,1064.5,1057.25,1062.35,872089
2016-01-11,1052.05,1061.0,1045.3,1058.6,822228
2016-01-12,1063.9,1063.9,1043.5,1046.95,1064684
2016-01-13,1052.0,1062.75,1037.0,1060.15,1128787
2016-01-14,1050.15,1057.4,1039.5,1049.75,1569796
2016-01-15,1048.0,1055.45,1038.1,1042.15,1354315
2016-01-18,1035.65,1041.45,1021.0,1025.85,1623847
2016-01-19,1027.2,1037.55,1026.3,1035.8,1601303
2016-01-20,1025.0,1108.0,1007.9,1018.3,2390897
2016-01-21,1021.0,1033.25,1013.4,1023.0,1575201
2016-01-22,1025.7,1044.25,1022.05,1030.3,1059071
2016-01-25,1039.95,1046.7,1033.05,1041.15,2535971
2016-01-27,1048.45,1048.7,1033.0,1035.65,1009867
2016-01-28,1039.0,1046.9,1030.0,1031.7,2487993
2016-01-29,1035.2,1054.95,1035.2,1049.85,1340046
2016-02-01,1058.0,1067.0,1053.7,1059.75,1152371
2016-02-02,1065.0,1065.25,1050.2,1053.8,1632157
2016-02-03,1044.5,1051.4,1042.0,1043.85,1212561
2016-02-04,1048.0,1054.9,1045.55,1049.2,1418998
2016-02-05,1052.8,1063.8,1045.6,1055.25,1880976
2016-02-08,1055.0,1058.0,1030.3,1035.85,870481
2016-02-09,1026.7,1031.55,1020.65,1026.05,1383865
2016-02-10,1023.9,1030.15,1010.1,1012.95,1920570
2016-02-11,1010.0,1013.0,968.2,975.3,2200900
2016-02-12,979.0,986.45,966.0,971.4,3135536
2016-02-15,980.0,988.25,971.1,973.6,2728240
2016-02-16,981.5,982.0,962.0,973.45,1784024
2016-02-17,976.9,979.9,959.0,974.9,1875981
2016-02-18,986.0,991.25,977.0,989.45,1699964
2016-02-19,988.75,992.6,973.5,989.3,832165
2016-02-22,983.0,996.0,983.0,988.75,1000599
2016-02-23,984.9,985.5,966.0,970.05,1519580
2016-02-24,960.0,962.9,946.4,949.6,1615867
2016-02-25,954.0,957.25,938.2,942.65,2115799
2016-02-26,950.0,971.0,945.0,961.0,1552347
2016-02-29,961.1,982.6,928.0,971.85,2203188
2016-03-01,974.95,986.75,971.85,984.15,1080640
2016-03-02,998.0,1010.9,995.0,1007.2,1589744
2016-03-03,1010.75,1020.0,1010.0,1015.85,1152600
2016-03-04,1015.45,1024.9,993.1,1020.55,1426156
2016-03-08,1024.0,1024.0,1009.5,1014.15,478422
2016-03-09,1013.0,1029.9,1006.75,1024.8,1632043
2016-03-10,1024.8,1025.75,1010.1,1021.25,667848
2016-03-11,1019.9,1030.8,1013.0,1028.7,1182714
2016-03-14,1028.0,1037.95,1025.25,1027.55,752164
2016-03-15,1027.9,1033.4,1021.65,1026.7,1922509
2016-03-16,1027.0,1034.25,1018.95,1030.45,1200887
2016-03-17,1034.95,1039.0,1011.15,1018.4,1278371
2016-03-18,1022.95,1032.0,1015.35,1028.4,1033767
2016-03-21,1033.0,1047.35,1032.25,1045.6,1329699
2016-03-22,1046.5,1056.6,1040.7,1053.85,1030066
2016-03-23,1053.05,1053.05,1040.55,1049.35,2116075
2016-03-28,1045.0,1053.0,1041.65,1047.5,2817717
2016-03-29,1047.5,1059.5,1044.25,1053.8,1683488
2016-03-30,1058.0,1069.9,1053.9,1064.95,1953595
2016-03-31,1066.85,1078.9,1065.05,1071.15,5020098
2016-04-01,1068.8,1076.4,1056.8,1064.45,1289662
2016-04-04,1065.2,1072.8,1064.0,1069.05,1544990
2016-04-05,1069.0,1076.9,1055.65,1057.45,1665757
2016-04-06,1061.0,1066.95,1056.75,1061.5,1073844
2016-04-07,1064.0,1064.75,1047.05,1055.5,977923
2016-04-08,1055.0,1063.35,1054.25,1059.35,740699
2016-04-11,1060.3,1074.1,1042.85,1070.95,1012405
2016-04-12,1069.6,1071.0,1059.25,1063.0,1235370
2016-04-13,1072.0,1084.95,1069.5,1081.75,1243651
2016-04-18,1083.5,1092.0,1071.6,1087.8,1029267
2016-04-20,1091.9,1100.0,1083.55,1097.85,955338
2016-04-21,1095.0,1105.15,1089.0,1091.15,2047932
2016-04-22,1089.5,1100.85,1085.2,1092.15,1952330
2016-04-25,1100.0,1100.0,1084.5,1093.25,1390490
2016-04-26,1095.0,1115.0,1092.5,1113.85,1763449
2016-04-27,1109.85,1125.0,1109.0,1124.2,1440909
2016-04-28,1124.2,1136.7,1110.35,1113.95,2022396
2016-04-29,1113.8,1136.0,1106.2,1132.35,1402985
2016-05-02,1127.75,1130.0,1116.0,1117.65,965679
2016-05-03,1121.9,1135.0,1113.15,1118.0,1173824
2016-05-04,1117.5,1134.5,1114.25,1127.35,1323082
2016-05-05,1128.0,1134.75,1122.7,1132.3,1303562
2016-05-06,1132.0,1132.25,1117.25,1119.65,683288
2016-05-09,1120.0,1144.95,1119.0,1141.4,1738295
2016-05-10,1143.5,1147.5,1136.1,1144.9,1363250
2016-05-11,1134.7,1145.0,1129.7,1138.8,1536843
2016-05-12,1144.0,1152.0,1132.5,1149.1,1055422
2016-05-13,1148.0,1148.0,1130.0,1140.9,1261329
2016-05-16,1145.0,1165.9,1132.55,1162.8,1129692
2016-05-17,1165.05,1169.25,1151.3,1153.45,1073856
2016-05-18,1151.0,1151.0,1131.5,1140.65,1040661
2016-05-19,1140.1,1142.7,1132.0,1139.3,963949
2016-05-20,1139.95,1148.5,1133.6,1140.9,504158
2016-05-23,1141.95,1149.95,1133.2,1136.75,865883
2016-05-24,1138.4,1143.65,1135.55,1139.95,814867
2016-05-25,1146.3,1175.95,1146.3,1173.3,1441837
2016-05-26,1176.1,1188.9,1166.25,1183.25,3426390
2016-05-27,1183.25,1190.0,1176.7,1186.8,1443796
2016-05-30,1187.0,1195.0,1178.1,1179.75,953633
2016-05-31,1185.9,1185.9,1177.4,1181.9,1378910
2016-06-01,1182.95,1182.95,1171.0,1175.15,1418908
2016-06-02,1174.7,1180.6,1171.0,1174.95,1977654
2016-06-03,1180.1,1185.0,1169.05,1171.75,1131105
2016-06-06,1176.0,1182.4,1170.05,1171.1,1386827
2016-06-07,1176.95,1180.0,1167.65,1173.7,1407126
2016-06-08,1175.8,1178.0,1161.0,1162.6,1185703
2016-06-09,1162.5,1164.2,1152.5,1159.4,1162046
2016-06-10,1158.4,1172.7,1156.2,1161.35,1580578
2016-06-13,1154.75,1164.95,1151.05,1152.9,830809
2016-06-14,1155.0,1157.0,1144.25,1151.85,957192
2016-06-15,1155.0,1170.9,1153.2,1169.55,761456
2016-06-16,1166.55,1168.85,1155.35,1162.15,1181942
2016-06-17,1167.0,1178.0,1165.55,1170.0,940413
2016-06-20,1159.0,1179.25,1158.8,1172.05,685691
