date,open,high,low,close,volume
2016-01-01,2774.0,2827.15,2768.0,2824.0,85696
2016-01-04,2810.1,2828.85,2730.0,2749.15,461333
2016-01-05,2768.0,2775.0,2715.0,2733.05,333346
2016-01-06,2733.0,2750.0,2721.5,2735.3,448118
2016-01-07,2700.0,2714.05,2651.35,2667.7,498597
2016-01-08,2677.0,2715.5,2636.2,2705.2,202636
2016-01-11,2680.0,2738.0,2652.0,2726.8,180863
2016-01-12,2731.15,2731.95,2658.3,2670.05,256890
2016-01-13,2695.0,2709.05,2608.8,2684.35,442587
2016-01-14,2631.0,2658.85,2605.0,2626.8,494491
2016-01-15,2634.95,2643.7,2581.0,2618.2,215896
2016-01-18,2639.0,2650.0,2579.0,2641.1,239244
2016-01-19,2645.0,2655.0,2615.9,2638.7,246472
2016-01-20,2610.0,2695.0,2580.0,2617.65,770115
2016-01-21,2670.0,2714.0,2647.1,2695.05,420642
2016-01-22,2680.0,2740.0,2680.0,2713.4,164618
2016-01-25,2756.9,2770.0,2726.0,2750.45,157504
2016-01-27,2767.0,2784.9,2740.0,2751.55,289692
2016-01-28,2764.5,2771.95,2718.45,2744.7,477032
2016-01-29,2751.0,2852.3,2737.8,2840.1,325766
2016-02-01,2860.0,2860.55,2802.0,2819.3,240216
2016-02-02,2820.0,2856.0,2780.35,2802.7,201113
2016-02-03,2755.0,2806.05,2750.2,2769.05,135537
2016-02-04,2775.2,2812.3,2755.25,2769.55,103058
2016-02-05,2785.0,2849.95,2781.25,2842.75,127269
2016-02-08,2849.95,2875.6,2803.3,2821.55,109649
2016-02-09,2804.0,2847.45,2755.4,2766.25,239790
2016-02-10,2778.0,2821.6,2758.0,2797.9,192610
2016-02-11,2808.0,2829.0,2690.35,2717.9,314257
2016-02-12,2734.7,2793.0,2680.0,2767.75,704831
2016-02-15,2775.9,2864.9,2774.9,2802.35,182856
2016-02-16,2830.0,2838.95,2780.35,2787.6,250725
2016-02-17,2805.0,2805.0,2740.1,2776.55,110858
2016-02-18,2799.0,2827.0,2771.15,2795.1,211883
2016-02-19,2809.0,2850.0,2775.0,2844.7,225185
2016-02-22,2849.0,2930.0,2847.0,2923.1,291684
2016-02-23,2929.9,2936.45,2808.75,2816.35,233126
2016-02-24,2815.7,2842.4,2781.4,2797.35,201881
2016-02-25,2805.0,2841.1,2765.6,2779.1,185621
2016-02-26,2804.0,2835.0,2750.0,2770.95,483142
2016-02-29,2810.0,2840.0,2690.05,2768.6,521499
2016-03-01,2780.0,2913.0,2772.95,2885.3,357466
2016-03-02,2920.0,3003.0,2900.55,2973.0,481863
2016-03-03,3000.0,3010.0,2936.1,2944.25,376438
2016-03-04,2949.0,2963.8,2895.3,2906.9,184854
2016-03-08,2919.0,2955.0,2909.3,2950.0,365340
2016-03-09,2958.9,3000.95,2950.05,2991.6,482513
2016-03-10,3011.7,3020.0,2983.0,2997.75,474446
2016-03-11,2995.0,3009.0,2971.55,2994.45,306081
2016-03-14,3006.3,3024.95,2982.7,3008.3,287658
2016-03-15,3001.75,3008.6,2985.0,2989.6,381974
2016-03-16,2995.1,2999.6,2955.0,2968.25,257333
2016-03-17,2990.1,3047.05,2980.8,3029.0,475504
2016-03-18,3049.0,3117.7,3045.0,3110.65,474484
2016-03-21,3111.05,3244.6,3111.05,3229.5,624652
2016-03-22,3235.0,3239.0,3185.1,3210.4,658718
2016-03-23,3216.9,3265.0,3186.95,3198.45,352003
2016-03-28,3205.0,3231.2,3155.05,3176.95,494567
2016-03-29,3174.0,3194.85,3116.1,3136.25,277583
2016-03-30,3179.9,3223.8,3165.0,3184.1,403804
2016-03-31,3221.8,3254.9,3182.1,3228.75,699027
2016-04-01,3249.0,3260.0,3190.0,3203.7,274734
